id,status,total,created_at,customer_name
40069,CONFIRMED,1127,2025-05-09T00:00:00,Frank
40070,CONFIRMED,7109,2025-12-06T00:00:00,Iris
40071,SHIPPED,1966,2025-05-20T00:00:00,Henry
40072,CONFIRMED,9049,2025-12-19T00:00:00,Henry
40073,CONFIRMED,7283,2025-12-02T00:00:00,Eve
40074,SHIPPED,7440,2025-04-03T00:00:00,Dave
40075,CONFIRMED,8112,2025-04-06T00:00:00,Iris
40076,SHIPPED,7854,2025-11-13T00:00:00,Iris
40077,CANCELLED,5553,2025-08-13T00:00:00,Eve
40078,CANCELLED,916,2025-09-14T00:00:00,Grace
40079,CONFIRMED,1732,2025-11-21T00:00:00,Dave
40080,CONFIRMED,9531,2025-02-26T00:00:00,Alice
40081,DRAFT,4739,2025-11-06T00:00:00,Frank
40082,CONFIRMED,8982,2025-06-19T00:00:00,Dave
40083,SHIPPED,3218,2025-02-08T00:00:00,Carol
40084,CONFIRMED,9549,2025-07-27T00:00:00,Iris
40085,SHIPPED,6178,2025-03-29T00:00:00,Eve
40086,DRAFT,3954,2025-11-12T00:00:00,Henry
40087,DRAFT,1540,2025-03-22T00:00:00,Henry
40088,CONFIRMED,7260,2025-06-27T00:00:00,Eve
40089,CONFIRMED,8901,2025-12-03T00:00:00,Iris
40090,SHIPPED,4151,2025-12-27T00:00:00,Henry
40091,CONFIRMED,6674,2025-05-06T00:00:00,Bob
40092,CONFIRMED,7189,2025-01-19T00:00:00,Eve
40093,SHIPPED,5668,2025-08-15T00:00:00,Iris
40094,CONFIRMED,5448,2025-05-28T00:00:00,Alice
40095,CANCELLED,8248,2025-08-13T00:00:00,Jack
40096,SHIPPED,476,2025-04-25T00:00:00,Frank
40097,DRAFT,5636,2025-01-28T00:00:00,Grace
40098,CONFIRMED,1494,2025-01-10T00:00:00,Henry
40099,DRAFT,9428,2025-02-11T00:00:00,Alice
40100,CANCELLED,4004,2025-09-26T00:00:00,Frank
40101,CANCELLED,3239,2025-04-02T00:00:00,Bob
40102,SHIPPED,4717,2025-01-02T00:00:00,Henry
40103,CONFIRMED,4542,2025-12-08T00:00:00,Jack
40104,CANCELLED,7447,2025-09-23T00:00:00,Jack
40105,CONFIRMED,7172,2025-01-17T00:00:00,Carol
40106,CANCELLED,5833,2025-07-16T00:00:00,Henry
40107,CONFIRMED,8973,2025-07-14T00:00:00,Frank
40108,SHIPPED,8285,2025-12-19T00:00:00,Frank
40109,CONFIRMED,4975,2025-11-13T00:00:00,Grace
40110,SHIPPED,7247,2025-11-20T00:00:00,Bob
40111,CONFIRMED,937,2025-12-03T00:00:00,Carol
40112,DRAFT,9020,2025-08-13T00:00:00,Eve
40113,CANCELLED,6117,2025-11-10T00:00:00,Dave
40114,DRAFT,5523,2025-01-09T00:00:00,Dave
40115,CANCELLED,7005,2025-02-04T00:00:00,Bob
40116,SHIPPED,6468,2025-10-26T00:00:00,Frank
40117,CONFIRMED,9715,2025-12-17T00:00:00,Iris
40118,CANCELLED,5828,2025-05-02T00:00:00,Eve
40119,CANCELLED,7915,2025-01-27T00:00:00,Iris
40120,CONFIRMED,7580,2025-11-29T00:00:00,Carol
40121,DRAFT,7209,2025-08-14T00:00:00,Dave
40122,DRAFT,9114,2025-04-09T00:00:00,Eve
40123,SHIPPED,303,2025-07-26T00:00:00,Iris
40124,CONFIRMED,5600,2025-01-31T00:00:00,Carol
40125,CONFIRMED,2086,2025-10-09T00:00:00,Frank
40126,CONFIRMED,7068,2025-02-07T00:00:00,Eve
40127,CONFIRMED,5401,2025-10-09T00:00:00,Carol
40128,DRAFT,7500,2025-10-07T00:00:00,Henry
40129,SHIPPED,6346,2025-11-04T00:00:00,Carol
40130,CONFIRMED,2960,2025-09-29T00:00:00,Iris
40131,SHIPPED,2833,2025-12-15T00:00:00,Alice
40132,CONFIRMED,1928,2025-03-16T00:00:00,Grace
40133,CONFIRMED,897,2025-06-14T00:00:00,Iris
40134,CANCELLED,5278,2025-05-08T00:00:00,Grace
40135,SHIPPED,592,2025-07-18T00:00:00,Henry
40136,CONFIRMED,8811,2025-05-01T00:00:00,Carol
40137,DRAFT,8345,2025-12-21T00:00:00,Henry
40138,CONFIRMED,9967,2025-10-27T00:00:00,Grace
40139,DRAFT,1619,2025-07-27T00:00:00,Iris
40140,CONFIRMED,32,2025-03-21T00:00:00,Henry
40141,CANCELLED,3468,2025-10-03T00:00:00,Eve
40142,CONFIRMED,2148,2025-05-20T00:00:00,Iris
40143,CONFIRMED,5096,2025-10-24T00:00:00,Frank
40144,CONFIRMED,4504,2025-05-07T00:00:00,Alice
40145,CONFIRMED,8537,2025-08-21T00:00:00,Eve
40146,CONFIRMED,7775,2025-11-18T00:00:00,Eve
40147,SHIPPED,3768,2025-11-05T00:00:00,Grace
40148,CONFIRMED,4457,2025-09-26T00:00:00,Carol
40149,CONFIRMED,6434,2025-08-28T00:00:00,Alice
40150,CANCELLED,9449,2025-07-31T00:00:00,Alice
40151,SHIPPED,2133,2025-03-17T00:00:00,Henry
40152,DRAFT,9748,2025-09-23T00:00:00,Eve
40153,CANCELLED,2134,2025-10-06T00:00:00,Iris
40154,CONFIRMED,7986,2025-06-08T00:00:00,Iris
40155,CONFIRMED,782,2025-11-19T00:00:00,Dave
40156,CONFIRMED,5058,2025-06-25T00:00:00,Grace
40157,SHIPPED,2913,2025-08-13T00:00:00,Dave
40158,CONFIRMED,3189,2025-10-08T00:00:00,Iris
40159,SHIPPED,6131,2025-03-02T00:00:00,Frank
40160,CONFIRMED,9215,2025-09-28T00:00:00,Carol
40161,CONFIRMED,6704,2025-06-20T00:00:00,Carol
40162,CONFIRMED,8740,2025-03-26T00:00:00,Iris
40163,CONFIRMED,2557,2025-05-17T00:00:00,Bob
40164,CONFIRMED,2102,2025-08-22T00:00:00,Eve
40165,CONFIRMED,3679,2025-02-07T00:00:00,Dave
40166,CONFIRMED,9264,2025-12-01T00:00:00,Eve
40167,DRAFT,8427,2025-02-10T00:00:00,Frank
40168,CONFIRMED,9690,2025-06-14T00:00:00,Henry
40169,CONFIRMED,7080,2025-06-12T00:00:00,Eve
40170,SHIPPED,511,2025-06-23T00:00:00,Grace
40171,SHIPPED,2269,2025-02-21T00:00:00,Frank
40172,CONFIRMED,8470,2025-08-27T00:00:00,Eve
40173,CONFIRMED,1495,2025-07-16T00:00:00,Alice
40174,CONFIRMED,3911,2025-03-13T00:00:00,Frank
40175,CONFIRMED,611,2025-02-21T00:00:00,Dave
40176,SHIPPED,8895,2025-02-23T00:00:00,Grace
40177,CONFIRMED,2629,2025-02-14T00:00:00,Alice
40178,DRAFT,877,2025-01-28T00:00:00,Henry
40179,CONFIRMED,6381,2025-07-19T00:00:00,Grace
40180,SHIPPED,5686,2025-05-18T00:00:00,Iris
40181,CONFIRMED,2669,2025-12-28T00:00:00,Frank
40182,CONFIRMED,3104,2025-04-12T00:00:00,Iris
40183,CANCELLED,3450,2025-11-19T00:00:00,Henry
40184,SHIPPED,8376,2025-04-20T00:00:00,Eve
40185,SHIPPED,9016,2025-10-30T00:00:00,Iris
40186,SHIPPED,7134,2025-05-27T00:00:00,Iris
40187,CONFIRMED,4814,2025-12-07T00:00:00,Carol
40188,CONFIRMED,7206,2025-07-18T00:00:00,Dave
40189,CONFIRMED,8241,2025-03-03T00:00:00,Alice
40190,CONFIRMED,9297,2025-01-01T00:00:00,Bob
40191,CONFIRMED,3120,2025-10-13T00:00:00,Grace
40192,SHIPPED,6709,2025-07-19T00:00:00,Grace
40193,CONFIRMED,6890,2025-11-15T00:00:00,Eve
40194,SHIPPED,4159,2025-02-25T00:00:00,Dave
40195,SHIPPED,1964,2025-03-12T00:00:00,Grace
40196,CANCELLED,206,2025-09-19T00:00:00,Bob
40197,CONFIRMED,4568,2025-10-08T00:00:00,Bob
40198,CONFIRMED,4717,2025-06-07T00:00:00,Jack
40199,SHIPPED,9875,2025-06-10T00:00:00,Bob
40200,SHIPPED,1044,2025-06-11T00:00:00,Eve
40201,CONFIRMED,5083,2025-05-16T00:00:00,Iris
40202,CONFIRMED,3088,2025-06-10T00:00:00,Alice
40203,CONFIRMED,9739,2026-01-01T00:00:00,Grace
40204,CONFIRMED,1889,2025-07-14T00:00:00,Frank
40205,CONFIRMED,6140,2025-07-28T00:00:00,Alice
40206,CONFIRMED,5151,2025-05-07T00:00:00,Jack
40207,CONFIRMED,3061,2025-02-07T00:00:00,Eve
40208,SHIPPED,3439,2025-04-24T00:00:00,Eve
40209,CONFIRMED,1020,2025-08-24T00:00:00,Jack
40210,SHIPPED,1378,2025-10-03T00:00:00,Eve
40211,CONFIRMED,4609,2025-03-27T00:00:00,Jack
40212,CONFIRMED,6135,2025-01-04T00:00:00,Bob
40213,SHIPPED,9359,2025-11-11T00:00:00,Eve
40214,CONFIRMED,4402,2025-08-02T00:00:00,Frank
40215,SHIPPED,4538,2025-03-18T00:00:00,Iris
40216,CANCELLED,4028,2025-05-21T00:00:00,Frank
40217,CANCELLED,3322,2025-08-14T00:00:00,Carol
40218,CONFIRMED,2985,2025-03-11T00:00:00,Jack
40219,CANCELLED,3724,2025-12-30T00:00:00,Henry
40220,SHIPPED,860,2025-05-20T00:00:00,Carol
40221,SHIPPED,3753,2025-11-04T00:00:00,Bob
40222,CONFIRMED,3129,2025-11-29T00:00:00,Bob
40223,CONFIRMED,4220,2025-07-05T00:00:00,Grace
40224,CANCELLED,7517,2025-03-28T00:00:00,Bob
40225,CONFIRMED,8845,2025-02-20T00:00:00,Dave
40226,CONFIRMED,4017,2025-09-05T00:00:00,Alice
40227,SHIPPED,8394,2025-04-06T00:00:00,Grace
40228,CONFIRMED,3005,2025-06-02T00:00:00,Jack
40229,SHIPPED,5939,2025-04-03T00:00:00,Grace
40230,DRAFT,1053,2025-02-09T00:00:00,Eve
40231,CONFIRMED,628,2025-03-15T00:00:00,Dave
40232,DRAFT,3481,2025-01-20T00:00:00,Carol
40233,SHIPPED,7763,2025-04-09T00:00:00,Eve
40234,CONFIRMED,9526,2025-02-16T00:00:00,Eve
40235,CONFIRMED,5531,2025-08-15T00:00:00,Frank
40236,DRAFT,8548,2025-09-08T00:00:00,Jack
40237,CONFIRMED,1433,2025-07-25T00:00:00,Alice
40238,SHIPPED,4253,2025-02-11T00:00:00,Eve
40239,CONFIRMED,1438,2025-09-03T00:00:00,Dave
40240,SHIPPED,6502,2025-12-20T00:00:00,Carol
40241,DRAFT,1002,2025-04-18T00:00:00,Jack
40242,CONFIRMED,5796,2025-11-24T00:00:00,Dave
40243,DRAFT,2903,2025-01-07T00:00:00,Bob
40244,CONFIRMED,3132,2025-07-17T00:00:00,Carol
40245,CANCELLED,831,2025-01-20T00:00:00,Henry
40246,CONFIRMED,9799,2025-05-20T00:00:00,Iris
40247,SHIPPED,9142,2025-08-17T00:00:00,Alice
40248,SHIPPED,9620,2025-09-24T00:00:00,Jack
40249,SHIPPED,2127,2025-04-17T00:00:00,Henry
40250,CONFIRMED,9841,2025-01-18T00:00:00,Alice
40251,CONFIRMED,2639,2025-01-10T00:00:00,Dave
40252,SHIPPED,6788,2025-10-30T00:00:00,Grace
40253,CONFIRMED,3448,2025-07-04T00:00:00,Bob
40254,DRAFT,396,2025-07-26T00:00:00,Eve
40255,CONFIRMED,9181,2025-06-26T00:00:00,Frank
40256,CONFIRMED,7559,2025-09-02T00:00:00,Carol
40257,CONFIRMED,1984,2025-07-25T00:00:00,Iris
40258,CONFIRMED,7158,2025-03-31T00:00:00,Alice
40259,CONFIRMED,6050,2025-01-09T00:00:00,Grace
40260,CONFIRMED,4414,2025-08-10T00:00:00,Jack
40261,SHIPPED,6949,2025-07-27T00:00:00,Bob
40262,CONFIRMED,7330,2025-05-24T00:00:00,Alice
40263,CANCELLED,818,2025-01-16T00:00:00,Iris
40264,CONFIRMED,2458,2025-05-06T00:00:00,Iris
40265,CONFIRMED,9075,2025-01-11T00:00:00,Henry
40266,CONFIRMED,8560,2025-02-18T00:00:00,Henry
40267,SHIPPED,4646,2025-02-23T00:00:00,Eve
40268,CONFIRMED,1550,2025-11-03T00:00:00,Frank
40269,CONFIRMED,7401,2025-02-03T00:00:00,Frank
40270,CANCELLED,5056,2025-01-15T00:00:00,Alice
40271,SHIPPED,2377,2025-11-03T00:00:00,Bob
40272,SHIPPED,6053,2025-08-22T00:00:00,Dave
40273,CANCELLED,5640,2025-12-12T00:00:00,Frank
40274,CONFIRMED,7747,2025-05-08T00:00:00,Henry
40275,SHIPPED,9111,2025-09-19T00:00:00,Dave
40276,SHIPPED,2124,2025-09-12T00:00:00,Henry
40277,CONFIRMED,7449,2025-10-13T00:00:00,Jack
40278,CONFIRMED,7245,2025-08-19T00:00:00,Jack
40279,SHIPPED,6691,2025-11-21T00:00:00,Eve
40280,CONFIRMED,6739,2025-06-20T00:00:00,Jack
40281,CONFIRMED,8329,2025-08-25T00:00:00,Alice
40282,CONFIRMED,608,2025-10-03T00:00:00,Bob
40283,CONFIRMED,1992,2025-08-23T00:00:00,Grace
40284,CANCELLED,752,2025-01-30T00:00:00,Eve
40285,CONFIRMED,959,2025-04-09T00:00:00,Jack
40286,CONFIRMED,8250,2025-10-04T00:00:00,Eve
40287,CONFIRMED,7655,2025-11-10T00:00:00,Grace
40288,SHIPPED,9487,2025-07-28T00:00:00,Henry
40289,CONFIRMED,200,2025-02-02T00:00:00,Frank
40290,CONFIRMED,1699,2025-04-30T00:00:00,Frank
40291,CONFIRMED,4593,2025-08-29T00:00:00,Grace
40292,SHIPPED,9184,2025-10-16T00:00:00,Alice
40293,CONFIRMED,1029,2025-07-24T00:00:00,Eve
40294,CONFIRMED,2017,2025-04-08T00:00:00,Jack
40295,DRAFT,7052,2025-07-01T00:00:00,Jack
40296,SHIPPED,3795,2025-01-28T00:00:00,Henry
40297,SHIPPED,5245,2025-05-02T00:00:00,Frank
40298,CONFIRMED,6746,2025-01-19T00:00:00,Jack
40299,CONFIRMED,3795,2025-07-08T00:00:00,Alice
40300,CONFIRMED,9557,2025-11-14T00:00:00,Dave
40301,CONFIRMED,2924,2025-03-09T00:00:00,Bob
40302,CONFIRMED,4327,2025-06-08T00:00:00,Alice
40303,SHIPPED,322,2025-05-20T00:00:00,Dave
40304,CONFIRMED,8580,2025-03-09T00:00:00,Eve
40305,CONFIRMED,1671,2025-11-10T00:00:00,Carol
40306,CANCELLED,8930,2025-07-06T00:00:00,Jack
40307,CONFIRMED,9372,2025-05-30T00:00:00,Alice
40308,CONFIRMED,2344,2025-07-14T00:00:00,Jack
40309,SHIPPED,4526,2025-09-04T00:00:00,Carol
40310,SHIPPED,8986,2025-02-15T00:00:00,Bob
40311,CANCELLED,8730,2025-02-22T00:00:00,Henry
40312,CONFIRMED,5412,2025-09-17T00:00:00,Henry
40313,CONFIRMED,7573,2025-10-14T00:00:00,Bob
40314,CONFIRMED,8667,2025-04-26T00:00:00,Carol
40315,CONFIRMED,6245,2025-06-22T00:00:00,Henry
40316,CONFIRMED,2637,2025-09-15T00:00:00,Eve
40317,CONFIRMED,4156,2025-07-26T00:00:00,Frank
40318,SHIPPED,9912,2025-07-06T00:00:00,Eve
40319,SHIPPED,7538,2025-09-06T00:00:00,Frank
40320,CONFIRMED,8647,2025-07-21T00:00:00,Carol
40321,CONFIRMED,1724,2025-06-08T00:00:00,Alice
40322,CONFIRMED,8874,2025-06-16T00:00:00,Alice
40323,CONFIRMED,1138,2025-06-11T00:00:00,Eve
40324,CONFIRMED,3690,2025-01-23T00:00:00,Iris
40325,CONFIRMED,3415,2025-04-29T00:00:00,Bob
40326,SHIPPED,7916,2025-02-21T00:00:00,Alice
40327,SHIPPED,1395,2025-01-07T00:00:00,Iris
40328,CONFIRMED,344,2025-04-15T00:00:00,Dave
40329,CONFIRMED,5426,2025-08-30T00:00:00,Eve
40330,CONFIRMED,2744,2025-10-01T00:00:00,Alice
40331,CANCELLED,400,2025-12-17T00:00:00,Frank
40332,CONFIRMED,4239,2025-11-26T00:00:00,Eve
40333,SHIPPED,1558,2025-08-22T00:00:00,Bob
40334,CONFIRMED,4154,2025-03-19T00:00:00,Grace
40335,SHIPPED,6506,2025-11-21T00:00:00,Alice
40336,CONFIRMED,816,2025-10-17T00:00:00,Bob
40337,SHIPPED,3910,2025-11-26T00:00:00,Henry
40338,CONFIRMED,6755,2025-11-24T00:00:00,Eve
40339,SHIPPED,9178,2025-12-20T00:00:00,Bob
40340,CONFIRMED,9781,2025-08-29T00:00:00,Grace
40341,DRAFT,6142,2025-06-05T00:00:00,Grace
40342,DRAFT,1506,2025-01-17T00:00:00,Bob
40343,CONFIRMED,7255,2025-09-11T00:00:00,Henry
40344,SHIPPED,3000,2025-11-08T00:00:00,Grace
40345,SHIPPED,7363,2025-02-11T00:00:00,Grace
40346,CANCELLED,9388,2025-12-01T00:00:00,Jack
40347,CONFIRMED,7199,2025-04-02T00:00:00,Eve
40348,SHIPPED,3240,2025-11-19T00:00:00,Frank
40349,SHIPPED,1617,2025-10-15T00:00:00,Eve
40350,SHIPPED,7417,2025-08-29T00:00:00,Carol
40351,SHIPPED,7833,2025-02-28T00:00:00,Bob
40352,SHIPPED,8380,2025-05-20T00:00:00,Grace
40353,CANCELLED,6107,2025-09-12T00:00:00,Grace
40354,SHIPPED,5173,2025-09-08T00:00:00,Eve
40355,SHIPPED,1395,2025-07-29T00:00:00,Carol
40356,CONFIRMED,8779,2025-12-28T00:00:00,Iris
40357,SHIPPED,5959,2025-10-28T00:00:00,Grace
40358,CONFIRMED,2784,2025-04-22T00:00:00,Jack
40359,CONFIRMED,385,2025-02-20T00:00:00,Henry
40360,CONFIRMED,4516,2025-06-03T00:00:00,Iris
40361,CONFIRMED,561,2025-09-29T00:00:00,Dave
40362,CONFIRMED,4412,2025-12-12T00:00:00,Dave
40363,DRAFT,1372,2025-07-11T00:00:00,Bob
40364,CONFIRMED,8280,2025-01-15T00:00:00,Eve
40365,CONFIRMED,3042,2025-10-20T00:00:00,Iris
40366,CONFIRMED,9503,2025-10-13T00:00:00,Grace
40367,SHIPPED,2057,2025-03-04T00:00:00,Alice
40368,CONFIRMED,7147,2025-05-07T00:00:00,Dave
40369,DRAFT,6303,2025-02-15T00:00:00,Bob
40370,SHIPPED,9836,2025-11-16T00:00:00,Eve
40371,CONFIRMED,1961,2025-05-26T00:00:00,Frank
40372,CONFIRMED,1457,2025-09-12T00:00:00,Carol
40373,SHIPPED,1617,2025-11-09T00:00:00,Grace
40374,SHIPPED,1157,2025-11-28T00:00:00,Alice
40375,SHIPPED,9204,2025-09-14T00:00:00,Jack
40376,CONFIRMED,6968,2025-08-09T00:00:00,Iris
40377,CONFIRMED,7660,2025-08-22T00:00:00,Dave
40378,CANCELLED,9533,2025-12-01T00:00:00,Grace
40379,DRAFT,1303,2025-03-30T00:00:00,Carol
40380,CONFIRMED,1477,2025-03-24T00:00:00,Jack
40381,SHIPPED,8581,2025-01-05T00:00:00,Dave
40382,CONFIRMED,7504,2025-02-13T00:00:00,Grace
40383,DRAFT,3492,2025-02-26T00:00:00,Carol
40384,CANCELLED,3635,2025-07-30T00:00:00,Dave
40385,CONFIRMED,3479,2025-10-16T00:00:00,Iris
40386,CONFIRMED,9303,2025-05-30T00:00:00,Jack
40387,CONFIRMED,9517,2025-03-01T00:00:00,Dave
40388,CONFIRMED,4451,2025-09-29T00:00:00,Iris
40389,CONFIRMED,2732,2025-08-18T00:00:00,Bob
40390,CONFIRMED,9972,2025-06-24T00:00:00,Iris
40391,CONFIRMED,1983,2025-12-18T00:00:00,Eve
40392,CANCELLED,366,2025-11-23T00:00:00,Grace
40393,CONFIRMED,6940,2025-02-28T00:00:00,Frank
40394,CONFIRMED,3976,2025-03-16T00:00:00,Eve
40395,CONFIRMED,9682,2025-10-15T00:00:00,Alice
40396,CONFIRMED,8584,2025-12-12T00:00:00,Frank
40397,DRAFT,7226,2025-03-14T00:00:00,Henry
40398,CONFIRMED,696,2025-12-22T00:00:00,Carol
40399,SHIPPED,5351,2025-10-04T00:00:00,Dave
40400,CONFIRMED,9857,2025-12-27T00:00:00,Grace
40401,CONFIRMED,7418,2025-12-29T00:00:00,Jack
40402,SHIPPED,4962,2025-03-30T00:00:00,Grace
40403,CONFIRMED,4184,2025-09-25T00:00:00,Alice
40404,DRAFT,6460,2025-10-08T00:00:00,Henry
40405,CONFIRMED,6227,2025-12-20T00:00:00,Henry
40406,SHIPPED,4590,2025-06-24T00:00:00,Frank
40407,SHIPPED,9299,2025-06-24T00:00:00,Henry
40408,SHIPPED,2016,2025-06-25T00:00:00,Carol
40409,CONFIRMED,2733,2025-04-20T00:00:00,Henry
40410,CONFIRMED,2865,2025-10-20T00:00:00,Eve
40411,CONFIRMED,4610,2025-01-05T00:00:00,Iris
40412,SHIPPED,5532,2025-04-17T00:00:00,Jack
40413,SHIPPED,6513,2025-02-05T00:00:00,Dave
40414,CONFIRMED,7363,2025-09-20T00:00:00,Carol
40415,CONFIRMED,4231,2025-04-02T00:00:00,Dave
40416,CONFIRMED,7317,2025-08-08T00:00:00,Carol
40417,SHIPPED,8245,2025-03-08T00:00:00,Grace
40418,CONFIRMED,9622,2026-01-01T00:00:00,Frank
40419,CONFIRMED,7038,2025-06-12T00:00:00,Alice
40420,DRAFT,3815,2025-11-27T00:00:00,Bob
40421,CONFIRMED,9909,2025-02-01T00:00:00,Bob
40422,SHIPPED,4294,2025-03-01T00:00:00,Eve
40423,SHIPPED,9216,2025-10-08T00:00:00,Dave
40424,CONFIRMED,1362,2025-01-17T00:00:00,Jack
40425,CANCELLED,5342,2025-08-09T00:00:00,Carol
40426,CONFIRMED,1536,2025-03-05T00:00:00,Alice
40427,CONFIRMED,5852,2025-12-18T00:00:00,Carol
40428,SHIPPED,5975,2025-08-23T00:00:00,Grace
40429,CONFIRMED,552,2025-08-28T00:00:00,Grace
40430,CONFIRMED,9107,2025-12-08T00:00:00,Henry
40431,SHIPPED,5638,2025-06-16T00:00:00,Jack
40432,SHIPPED,3459,2025-04-01T00:00:00,Jack
40433,CONFIRMED,2479,2025-09-09T00:00:00,Jack
40434,SHIPPED,6539,2025-12-20T00:00:00,Frank
40435,SHIPPED,5862,2025-02-21T00:00:00,Dave
40436,SHIPPED,9770,2025-08-14T00:00:00,Grace
40437,SHIPPED,5658,2025-01-08T00:00:00,Carol
40438,CONFIRMED,9169,2025-06-17T00:00:00,Bob
40439,CONFIRMED,2443,2025-10-02T00:00:00,Iris
40440,DRAFT,2839,2025-08-01T00:00:00,Alice
40441,SHIPPED,29,2025-07-08T00:00:00,Dave
40442,CONFIRMED,5351,2025-08-31T00:00:00,Eve
40443,SHIPPED,5893,2025-11-04T00:00:00,Bob
40444,CONFIRMED,9834,2025-05-25T00:00:00,Frank
40445,SHIPPED,1917,2025-08-08T00:00:00,Carol
40446,CANCELLED,3812,2025-05-15T00:00:00,Dave
40447,CONFIRMED,8027,2025-12-21T00:00:00,Henry
40448,CONFIRMED,6328,2025-06-19T00:00:00,Frank
40449,CONFIRMED,6173,2025-09-24T00:00:00,Henry
40450,CONFIRMED,6369,2025-10-09T00:00:00,Alice
40451,CONFIRMED,5790,2025-02-01T00:00:00,Iris
40452,CONFIRMED,5452,2025-11-17T00:00:00,Henry
40453,CONFIRMED,3736,2025-07-15T00:00:00,Henry
40454,SHIPPED,7049,2025-11-08T00:00:00,Jack
40455,SHIPPED,3152,2025-04-13T00:00:00,Jack
40456,CONFIRMED,5292,2025-04-03T00:00:00,Alice
40457,CONFIRMED,2420,2025-08-06T00:00:00,Alice
40458,CONFIRMED,7920,2025-03-18T00:00:00,Dave
40459,CONFIRMED,8353,2025-01-10T00:00:00,Bob
40460,CONFIRMED,4528,2025-01-16T00:00:00,Bob
40461,DRAFT,1781,2025-03-25T00:00:00,Alice
40462,SHIPPED,6684,2025-06-05T00:00:00,Grace
40463,DRAFT,4117,2025-06-06T00:00:00,Henry
40464,CONFIRMED,1656,2025-07-09T00:00:00,Alice
40465,CONFIRMED,744,2025-08-19T00:00:00,Eve
40466,SHIPPED,5577,2025-06-08T00:00:00,Frank
40467,CONFIRMED,9253,2025-06-29T00:00:00,Carol
40468,CANCELLED,5603,2025-12-10T00:00:00,Bob
40469,DRAFT,1052,2025-08-17T00:00:00,Bob
40470,SHIPPED,301,2025-02-22T00:00:00,Carol
40471,CONFIRMED,2378,2025-05-24T00:00:00,Bob
40472,CONFIRMED,936,2025-02-05T00:00:00,Eve
40473,SHIPPED,6009,2025-08-10T00:00:00,Jack
40474,CONFIRMED,6669,2025-05-17T00:00:00,Alice
40475,SHIPPED,7034,2025-04-18T00:00:00,Eve
40476,DRAFT,433,2025-12-02T00:00:00,Jack
40477,CONFIRMED,6561,2025-02-07T00:00:00,Alice
40478,CONFIRMED,3096,2025-06-28T00:00:00,Alice
40479,CONFIRMED,7011,2025-01-23T00:00:00,Jack
40480,CONFIRMED,7609,2025-04-30T00:00:00,Alice
40481,SHIPPED,3259,2025-11-18T00:00:00,Dave
40482,CONFIRMED,6889,2025-12-23T00:00:00,Eve
40483,SHIPPED,4239,2025-10-26T00:00:00,Frank
40484,SHIPPED,9386,2025-03-27T00:00:00,Dave
40485,CONFIRMED,5978,2025-09-28T00:00:00,Alice
40486,CONFIRMED,681,2025-06-07T00:00:00,Jack
40487,CONFIRMED,2806,2025-04-10T00:00:00,Eve
40488,CONFIRMED,7634,2025-10-11T00:00:00,Eve
40489,DRAFT,1984,2025-08-29T00:00:00,Frank
40490,SHIPPED,2863,2025-11-14T00:00:00,Dave
40491,SHIPPED,6771,2025-10-27T00:00:00,Carol
40492,DRAFT,8886,2025-05-28T00:00:00,Alice
40493,SHIPPED,392,2025-05-13T00:00:00,Dave
40494,CONFIRMED,191,2025-08-30T00:00:00,Frank
40495,SHIPPED,9409,2025-01-09T00:00:00,Carol
40496,CANCELLED,5063,2025-10-13T00:00:00,Eve
40497,CONFIRMED,5221,2025-12-11T00:00:00,Henry
40498,CONFIRMED,8392,2025-06-29T00:00:00,Alice
40499,CANCELLED,4865,2025-10-17T00:00:00,Dave
40500,CANCELLED,9810,2025-05-12T00:00:00,Alice
40501,SHIPPED,6471,2025-12-30T00:00:00,Henry
40502,SHIPPED,9789,2025-04-16T00:00:00,Eve
40503,SHIPPED,5649,2025-12-23T00:00:00,Henry
40504,CONFIRMED,5815,2025-09-14T00:00:00,Iris
40505,CONFIRMED,7333,2025-07-01T00:00:00,Alice
40506,CANCELLED,3750,2025-10-12T00:00:00,Grace
40507,CONFIRMED,2468,2025-06-24T00:00:00,Jack
40508,SHIPPED,6000,2025-12-09T00:00:00,Eve
40509,SHIPPED,9219,2025-10-20T00:00:00,Eve
40510,CANCELLED,5447,2025-01-05T00:00:00,Dave
40511,CONFIRMED,6873,2025-10-16T00:00:00,Grace
40512,DRAFT,1426,2025-09-11T00:00:00,Dave
40513,CONFIRMED,6898,2025-09-04T00:00:00,Grace
40514,CONFIRMED,7749,2025-06-02T00:00:00,Carol
40515,CONFIRMED,4319,2025-04-24T00:00:00,Dave
40516,SHIPPED,5830,2025-08-23T00:00:00,Henry
40517,CONFIRMED,6015,2025-05-07T00:00:00,Jack
40518,SHIPPED,7177,2025-09-24T00:00:00,Grace
40519,CONFIRMED,8543,2025-10-20T00:00:00,Carol
40520,DRAFT,1032,2025-10-30T00:00:00,Bob
40521,CONFIRMED,4047,2025-06-17T00:00:00,Iris
40522,CANCELLED,6552,2025-06-22T00:00:00,Henry
40523,SHIPPED,603,2025-11-11T00:00:00,Bob
40524,CONFIRMED,5346,2025-08-02T00:00:00,Bob
40525,SHIPPED,5630,2025-09-08T00:00:00,Jack
40526,CONFIRMED,904,2025-08-22T00:00:00,Jack
40527,DRAFT,8535,2025-01-07T00:00:00,Jack
40528,SHIPPED,5469,2025-09-30T00:00:00,Frank
